gene_id	gene_name	KO.F_1	KO.F_2	KO.M_1	KO.M_2	WT.F_1	WT.F_2	WT.M_1	WT.M_2
ENSMUSG00000054727	1700013H16Rik	0	0	0	0	0	0	0	0
ENSMUSG00000054728	Phactr1	22	16	4	3	17	4	1	5
ENSMUSG00000054733	Msra	419	519	408	615	817	629	638	587
ENSMUSG00000054737	Zfp182	206	267	260	286	208	195	163	166
ENSMUSG00000054745	Gm9955	0	0	0	0	0	0	0	0
ENSMUSG00000054746	Abca15	0	0	0	0	0	0	0	0
ENSMUSG00000054752	Fsd1l	251	299	241	371	480	405	384	395
ENSMUSG00000054753	AU018091	0	0	0	0	0	0	0	0
ENSMUSG00000054757	Akr1c20	0	0	0	0	0	0	0	0
ENSMUSG00000054759	Krtap5-2	0	0	0	0	0	0	0	0
ENSMUSG00000054763	Defb42	0	0	0	0	0	0	0	0
ENSMUSG00000054764	Mtnr1a	0	0	0	0	0	0	0	0
ENSMUSG00000054766	Set	5620	6853.001	5420	6562.999	8053	6642.998	6823.001	7065
ENSMUSG00000054770	Kctd18	226.999	295	230	249	290.999	254	204	259.001
ENSMUSG00000054792	Klhl18	535	612.999	540	576	672	566.999	569.001	584
ENSMUSG00000054793	Cadm4	7	10	8	3	5	1	4	2
ENSMUSG00000054808	Actn4	9303	11455.001	9885.001	10889.001	13798.999	11704.999	10802.001	11815
ENSMUSG00000054814	Usp46	310	367	282	304.999	496	385	431	472
ENSMUSG00000054823	Nsd3	2188	2621.999	2409.999	2733.999	2560	2448.001	1852	2134
ENSMUSG00000054827	Cyp2c50	0	0	0	0	0	0	0	0
ENSMUSG00000054836	Elp6	102	146	89	136	189	144	134	170
ENSMUSG00000054843	Atrnl1	844	1109	598	696	358	398	343	267
ENSMUSG00000054850	Smim10l2a	1	1	0	1	2	2	0	0
ENSMUSG00000054855	Rnd1	26	32	12	45	104.999	80	88	89.001
ENSMUSG00000054863	Tafa5	0	0	0	0	0	0	0	0
ENSMUSG00000054871	Tmem158	24	28	23	35	116	116	96	93
ENSMUSG00000054874	Pcnx3	1945	2408	2095	2217	2124.999	2034	1667	1876
ENSMUSG00000054885	4930578G10Rik	0	0	0	0	0	0	0	0
ENSMUSG00000054889	Dsp	1	1	0	1	2	0	3	0
ENSMUSG00000054890	Olfr1535	0	0	0	0	0	0	0	0
ENSMUSG00000054892	Txk	24	10	10	6	7	11	12	11
ENSMUSG00000054893	Zfp667	46.001	64	59	50.999	78	55	59	55
ENSMUSG00000054894	Dmac2l	62.999	67	44	73	88.001	83	60	63
ENSMUSG00000054901	Arhgef33	0	3	0	1	0	1	1	0
ENSMUSG00000054905	Stfa3	1	0	0	0	0	0	0	0
ENSMUSG00000054920	Klhl5	2701	3280.999	2922	2869	2198	2011	1654	1720
ENSMUSG00000054931	Zkscan4	4	10	5.036	9	15	9.076	11.028	12.062
ENSMUSG00000054932	Afp	32	41	32	17	75	34	66	71
ENSMUSG00000054934	Kcnmb4	0	1	0	0	0	0	0	0
ENSMUSG00000054938	Olfr1346	0	0	0	0	0	0	0	0
ENSMUSG00000054939	Zfp174	33	48	30	29	53	40	44	29
ENSMUSG00000054940	Olfr137	0	0	0	0	0	0	0	0
ENSMUSG00000054942	Miga1	48	77	93	153.001	191	155.001	122.001	161
ENSMUSG00000054951	9130008F23Rik	34	15	28	20	17	13	16	2
ENSMUSG00000054958	Nt5c1a	0	0	0	0	0	0	0	0
ENSMUSG00000054966	Lmntd1	0	0	0	0	0	0	0	0
ENSMUSG00000054967	Zfp647	14	15	5	18	30	17	18	18
ENSMUSG00000054976	Nyap2	0	1	0	0	0	0	0	1
ENSMUSG00000054978	Kbtbd13	0	0	0	2	2	0	0	0
ENSMUSG00000054986	Sec14l3	0	0	0	0	0	0	0	0
ENSMUSG00000054988	Agtr1b	0	0	0	0	0	0	0	0
ENSMUSG00000054994	AV320801	0	0	0	0	0	0	0	0
ENSMUSG00000054999	Naaladl1	3	4	3	20	9	7	5	2
ENSMUSG00000055003	Lrtm2	0	0	0	0	0	0	0	0
ENSMUSG00000055010	A830031A19Rik	0	0	0	0	0	0	0	0
ENSMUSG00000055013	Agap1	3203.999	3260.001	4438	4296.999	3491	3641	3240	3543
ENSMUSG00000055022	Cntn1	0	0	0	0	0	0	0	0
ENSMUSG00000055024	Ep300	5305.001	6117	5991	5544.999	5245.001	4670	3939.999	4539
ENSMUSG00000055026	Gabrg3	0	0	0	0	0	0	0	0
ENSMUSG00000055027	Smyd1	1	2	0	3	9	11	8	6
ENSMUSG00000055030	Sprr2e	0	0	0	0	0	0	0	0
ENSMUSG00000055033	Olfr420	0	0	0	0	0	0	0	0
ENSMUSG00000055041	Commd5	154.451	206	190	206	227	219	192	176
ENSMUSG00000055044	Pdlim1	59	63	40	57	50	22.001	31	50
ENSMUSG00000055053	Nfic	3455.999	3906	3605	3849	4242	3826.001	3433	3999
ENSMUSG00000055065	Ddx17	7052	9059.999	7928	10136	9275	9209.999	5651	6419
ENSMUSG00000055067	Smyd3	327	376	475	335	215	231.999	166	192.001
ENSMUSG00000055069	Rab39	171	231	119	131	158	126	121	150
ENSMUSG00000055078	Gabra5	0	0	0	0	0	0	0	0
ENSMUSG00000055088	Olfr354	0	0	0	0	0	0	0	0
ENSMUSG00000055095	Spink6	0	0	0	0	0	0	0	0
ENSMUSG00000055102	Zfp819	0	0	0	0	0	0	0	0
ENSMUSG00000055108	Phxr2	0	0	0	0	0	0	0	0
ENSMUSG00000055109	Gm15155	0	0	0	0	0	0	0	0
ENSMUSG00000055116	Arntl	163	259.999	206	204.001	269.001	196	180.001	216
ENSMUSG00000055128	Cgrrf1	338	362	334.001	310.999	466	392	319	306
ENSMUSG00000055137	Sugct	2	4	2	1	0	0	2	1
ENSMUSG00000055148	Klf2	876	1152	708	752	521	405	434	425
ENSMUSG00000055150	Zfp78	33	46.999	39	37	31	29.001	26	47
ENSMUSG00000055170	Ifng	0	0	0	0	0	0	0	0
ENSMUSG00000055172	C1ra	129	173	82	137	159	146	109	88
ENSMUSG00000055177	Cstl1	0	0	0	0	0	0	0	0
ENSMUSG00000055184	Fam72a	120	143	112	104	185	165	172	132
ENSMUSG00000055193	Klk15	0	0	0	0	0	0	0	0
ENSMUSG00000055194	Actbl2	0	0	0	0	0	0	0	0
ENSMUSG00000055197	Fev	0	0	0	0	0	0	0	0
ENSMUSG00000055198	Gm12830	0	0	0	0	0	0	0	0
ENSMUSG00000055200	Sertad3	178	221	202	187	171	130	109	121
ENSMUSG00000055202	Zfp811	0	4	1	1	2	2	0	2
ENSMUSG00000055204	Ankrd17	3266	4034.001	3520	3804.999	4383	4175	3473.999	3888.001
ENSMUSG00000055210	Foxd2	19	37	33	47	23	15	23	30
ENSMUSG00000055214	Pld5	0	0	0	0	0	0	0	0
ENSMUSG00000055228	Zfp935	0	0	0	0	0	0	0	0
ENSMUSG00000055235	Wdr86	5	4	0	0	0	0	1	0
ENSMUSG00000055239	Kcmf1	1214.999	1442	1351.999	1563.999	1774	1548.001	1316	1512
ENSMUSG00000055240	Zfp101	466	459	364	470	451	414	371	377
ENSMUSG00000055254	Ntrk2	0	0	0	0	0	0	0	0
ENSMUSG00000055296	Tmem245	1891	2327.999	2020	2698.999	2876.999	2510	1990	2282
ENSMUSG00000055298	Ctsj	0	0	0	0	0	0	0	0
ENSMUSG00000055301	Adh7	4	4	18	3	5	2	0	0
ENSMUSG00000055302	Mrfap1	3547	4163	3635	3966	4766	4176	3780	4162
ENSMUSG00000055305	Zfp93	12	12.221	27	26	33	27	21	15
ENSMUSG00000055312	Them7	0	0	0	0	0	0	0	0
ENSMUSG00000055313	Pgbd1	3	1	2	1	5	2	7	3
ENSMUSG00000055319	Sec23ip	1124	1455	1204	1138	1493	1265	1202	1333
ENSMUSG00000055320	Tead1	0	0	0	1	2	0	0	0
ENSMUSG00000055322	Tns1	64.999	117	214	126	121.999	113	58	95
ENSMUSG00000055333	Fat2	0	0	0	0	2	0	0	0
ENSMUSG00000055334	Snupn	157	129	101	139	170	147	120	122
ENSMUSG00000055341	Zfp457	2	1	2	4	0	1	3	4
ENSMUSG00000055357	4933400A11Rik	0	0	0	0	0	0	0	0
ENSMUSG00000055360	Prl2c5	0	0	0	0	0	0	0	0
ENSMUSG00000055368	Slc6a2	0	0	0	0	0	0	0	0
ENSMUSG00000055371	Stam2	737.001	928	762	868	1366.999	1076	917.999	1031
ENSMUSG00000055373	Fut9	0	0	0	0	0	0	0	0
ENSMUSG00000055385	Rnf212	0	0	0	0	0	0	0	0
ENSMUSG00000055401	Fbxo6	318	439	323	426	413.999	361.001	299	274.001
ENSMUSG00000055407	Map6	0	1	1	5	12	8	5	4
ENSMUSG00000055409	Nell1	0	0	0	0	0	0	0	0
ENSMUSG00000055415	Atp10b	0	0	0	0	0	0	0	0
ENSMUSG00000055421	Pcdh9	0	0	0	0	0	0	0	0
ENSMUSG00000055430	Nap1l5	0	0	0	0	0	0	0	0
ENSMUSG00000055435	Maf	705	1100	378	2220	3650	3870	2756	3138
ENSMUSG00000055436	Srsf11	2273.997	2813	2871.999	2565	2731.001	2364.999	2169	2353
ENSMUSG00000055447	Cd47	4257.999	5070.001	4971	3703.001	3853.001	3631	2440.001	2898.999
ENSMUSG00000055471	Alk	0	0	0	0	0	1	0	0
ENSMUSG00000055480	Zfp458	27	30	40	50	45	31	27	31
ENSMUSG00000055485	Soga1	1814	2091	1633	2462	2201	2135	2122	2069
ENSMUSG00000055489	Ano5	0	0	0	0	0	0	0	0
ENSMUSG00000055491	Pprc1	1645.999	1956	1550.001	1443.999	2175.999	1799	1762	2016
ENSMUSG00000055493	Epm2a	30	22	12	29	43	41	19	35
ENSMUSG00000055515	Vmn2r81	0	0	0	0	0	0	0	0
ENSMUSG00000055523	Gucy2g	0	1	0	0	0	1	0	0
ENSMUSG00000055531	Cpsf6	1859	2359.001	2224.001	2240	2697	2443.001	1854.001	2082.001
ENSMUSG00000055538	Zcchc24	923	1155	701	1121	807	793	617	671
ENSMUSG00000055540	Epha6	0	0	0	0	0	0	0	0
ENSMUSG00000055541	Lair1	1580	2012.999	1593	1920	2738.998	2334	2523.001	2586
ENSMUSG00000055546	Timd4	53	116	16	0	3	2	2	0
ENSMUSG00000055547	Apobec4	0	0	0	0	0	0	0	0
ENSMUSG00000055553	Kxd1	438.291	572.715	405	710.529	536.126	525.53	374.755	413.301
ENSMUSG00000055555	4930502E18Rik	0	0	0	0	0	0	0	0
ENSMUSG00000055560	Zfp459	21	27	31	27	27	16	4.999	7
ENSMUSG00000055561	Spink5	0	0	0	0	0	0	0	0
ENSMUSG00000055567	Unc80	0	0	0	0	3	0	0	0
ENSMUSG00000055571	Olfr305	0	0	0	0	0	0	0	0
ENSMUSG00000055594	5530400C23Rik	0	0	0	0	0	0	0	0
ENSMUSG00000055602	Tcp10b	0	1	3	4	0	0	0	1
ENSMUSG00000055609	Hba-x	0	0	0	0	0	0	0	0
ENSMUSG00000055610	Olfr307	0	0	0	0	0	0	0	0
ENSMUSG00000055612	Cdca7	744	927	647	1017	1049	989.999	811	843
ENSMUSG00000055629	B4galnt4	3	2	0	0	1	0	1	0
ENSMUSG00000055632	Hmcn2	3	7	5	2	9	8	3	3
ENSMUSG00000055633	Zfp580	21	28	29	36	44	29	29	41
ENSMUSG00000055639	Dach1	2	10	5	4	25	41	17	27
ENSMUSG00000055643	Ubqln5	0	0	0	0	0	0	0	0
ENSMUSG00000055652	Klhl25	425	504	520	530	550.999	469	472	477
ENSMUSG00000055653	Gpc3	1	0	1	0	0	0	0	0
ENSMUSG00000055660	Mettl4	316	367.999	278	427	434.001	420	348.999	393
ENSMUSG00000055670	Zzef1	2833	3561.001	2890.999	2984.001	3251	2788	2262.999	2616
ENSMUSG00000055675	Kbtbd11	17	17	14	8	1	2	1	1
ENSMUSG00000055679	Ctsr	0	0	0	0	0	0	0	0
ENSMUSG00000055681	Cope	1529	1827	1358	1542	1991.001	1620.001	1570	1726
ENSMUSG00000055691	Gja6	0	0	2	4	0	1	0	1
ENSMUSG00000055692	Tmem191c	27.001	20	29	43	16	23	19	15
ENSMUSG00000055707	Klhl26	208	240.001	243	300	296	280.001	216	241
ENSMUSG00000055717	Slain1	0	4	1	2	4	9	0	3
ENSMUSG00000055720	Ubl7	634.999	770.999	620	681.001	772	652	615	637
ENSMUSG00000055723	Rras2	20	41	4	21	31	18	23	11
ENSMUSG00000055725	Paqr3	49	74	58	61	89	78	90.999	99
ENSMUSG00000055730	Ces2a	0	0	0	0	0	0	0	0
ENSMUSG00000055733	Nap1l3	3	3	0	2	0	0	0	0
ENSMUSG00000055737	Ghr	0	0	1	0	1	0	0	0
ENSMUSG00000055745	Rtl6	31	28	15	53	68	64	47	23
ENSMUSG00000055746	Magea2	0	0	0	0	0	0	0	0
ENSMUSG00000055748	Gsdmc4	5	0	7	2	5	4	3	2
ENSMUSG00000055760	Gemin6	166	190	134	180	248	199	205	250
ENSMUSG00000055761	Nkain3	0	0	0	0	0	0	0	0
ENSMUSG00000055762	Eef1d	1741.001	2080.001	1549.999	1962.002	2570	2227.999	2078.998	2032.001
ENSMUSG00000055775	Myh8	0	0	0	0	0	0	0	0
ENSMUSG00000055780	Usp26	0	0	0	0	0	0	1	0
ENSMUSG00000055782	Abcd2	704	854	769	727	276	269	247	241
ENSMUSG00000055789	E330017A01Rik	0	0	0	0	0	0	0	0
ENSMUSG00000055799	Tcf7l1	0	1	0	2	3	0	0	0
ENSMUSG00000055805	Fmnl1	12267	14487.001	13986.001	13439.001	11425.001	10471.999	9923	10305
ENSMUSG00000055809	Dnaaf3	54	80	40	53	61	27	37	26
ENSMUSG00000055811	Cldn17	0	0	0	0	0	0	0	0
ENSMUSG00000055817	Mta3	917	1082.999	949.999	1048	934	765	745	808.001
ENSMUSG00000055820	Olfr967	0	0	0	0	1	0	0	0
ENSMUSG00000055826	Tescl	0	0	0	0	0	0	0	0
ENSMUSG00000055827	Gsdmc3	0	0	0	0	0	0	0	0
ENSMUSG00000055835	Zfp1	84	95.001	92	98	105	100	83	87
ENSMUSG00000055838	Olfr357	0	0	0	0	0	0	0	0
ENSMUSG00000055839	Elob	1660.001	1972.999	1540.001	1640.999	2119	1811.001	1714.001	1680.999
ENSMUSG00000055850	Rnf181	653.999	818	680.001	864.999	841	801.999	662.999	762
ENSMUSG00000055862	Izumo4	20	35.001	20	29	19	22	22	14.999
ENSMUSG00000055865	Tafa3	1	1	2	3	7	2	4	1
ENSMUSG00000055866	Per2	93	119	68	105	79	98	81	100
ENSMUSG00000055874	Foxi3	0	0	0	0	0	0	0	0
ENSMUSG00000055882	Abhd16b	0	0	0	0	0	0	0	0
ENSMUSG00000055884	Fancm	542	722	545.001	706.001	792.999	697	579.999	686
ENSMUSG00000055891	Ubl4b	0	0	0	0	0	0	0	0
ENSMUSG00000055895	Oosp2	0	0	0	0	0	0	0	0
ENSMUSG00000055900	Tmem69	206	298	217	243	290	224	247	268.001
ENSMUSG00000055912	Tmem150a	5	19	17	15	21	13	15	14
ENSMUSG00000055917	Zfp277	514	589	498	615	638.001	553	510.001	530.001
ENSMUSG00000055923	Aasdh	154	143.001	165.999	138.001	138.001	144	110.001	89.999
ENSMUSG00000055926	Gm14137	0	0	0	0	1	0	1	0
ENSMUSG00000055932	Fto	986	1119	948	1167	1346.001	1192	1047	1056.999
ENSMUSG00000055933	Oosp3	0	0	0	0	0	0	0	0
ENSMUSG00000055937	Krt28	0	0	0	0	0	0	0	0
ENSMUSG00000055942	Obox7	0	0	0	0	0	0	0	0
ENSMUSG00000055943	Emc7	1157	1246	1254	1257	1525	1266	1272	1416
ENSMUSG00000055945	Prr18	3	4	10	13	5	3	9	3
ENSMUSG00000055960	Skint4	0	0	0	0	0	0	0	0
ENSMUSG00000055963	Triqk	0	5	1	7	4	8	6	4
ENSMUSG00000055971	Olfr378	0	0	0	0	0	0	0	0
ENSMUSG00000055976	Cldn23	0	0	0	0	1	0	0	0
ENSMUSG00000055978	Fut2	0	0	0	0	0	0	0	0
ENSMUSG00000055980	Irs1	0	0	0	0	0	1	0	0
ENSMUSG00000055991	Zkscan5	121	153.999	142.999	148	172	127	99	118
ENSMUSG00000055994	Nod2	230	401	239	251	179	164	151	198
ENSMUSG00000056004	9330182L06Rik	119	123	140	115	193	146	111	108
ENSMUSG00000056008	Gm11541	1	1	0	1	1	5	5	1
ENSMUSG00000056014	A430033K04Rik	131	158	118	131	152	151	115	93
ENSMUSG00000056018	Ccdc7b	0	0	0	0	0	0	0	0
ENSMUSG00000056019	Zfp709	218	251.001	271	225.001	280	285	213	224
ENSMUSG00000056025	Clca3a1	0	0	0	0	0	0	0	0
ENSMUSG00000056035	Cyp3a11	0	0	0	0	0	0	0	0
ENSMUSG00000056043	Rgs9bp	2	3	2	0	3	0	0	1
ENSMUSG00000056050	Mia3	2474	2959	2717	2768	2682	2469.001	2042	2436.001
ENSMUSG00000056054	S100a8	348	624	313	167	140	242	106	77
ENSMUSG00000056055	Sag	5	3	1	7	6	5	6	10
ENSMUSG00000056069	Otulinl	4712	5217.999	5955	4297	2803	2718	2407.001	2532.001
ENSMUSG00000056071	S100a9	376	864	427	192	204	315	139	103
ENSMUSG00000056073	Grik2	0	0	0	0	0	0	0	0
ENSMUSG00000056076	Eif3b	4921	6506.001	5147.001	4758	7235	6180	6248	6577
ENSMUSG00000056078	Lipm	0	1	1	1	3	3	0	2
ENSMUSG00000056091	St3gal5	9008	11099	6810.001	8660.001	7903	6426.999	5431	5802.999
ENSMUSG00000056115	Tas2r134	0	0	0	0	0	0	0	0
ENSMUSG00000056116	H2-T22	751.101	807.022	736	809.042	923.999	830	527.976	545.001
ENSMUSG00000056121	Fez2	460	548	420	499	789	719	594.001	643
ENSMUSG00000056124	B4galt6	1500	1941	1147	2345	3766	3244	2761	3335
ENSMUSG00000056130	Ticam2	713.933	885.212	704.067	677.665	482.95	465.522	365.922	358.842
ENSMUSG00000056131	Pgm3	260	380	313	356	514.001	424.999	310	414
ENSMUSG00000056133	Unc93a2	0	0	0	0	2	0	2	0
ENSMUSG00000056144	Trim34a	90.162	288.216	332.557	333.725	116.462	114.054	131.828	70.097
ENSMUSG00000056148	Rdh9	0	0	2	5	0	0	0	2
ENSMUSG00000056153	Socs6	636	748	636	660	702	641.001	549.001	609
ENSMUSG00000056155	Nanos3	0	0	0	0	0	0	0	0
ENSMUSG00000056158	Car10	0	0	0	0	0	0	0	0
ENSMUSG00000056162	Cndp1	0	0	0	0	0	0	0	0
ENSMUSG00000056167	Cnot10	755.001	968.999	781.001	927	925.999	846.999	771	828.001
ENSMUSG00000056174	Col8a2	0	0	0	0	0	0	0	0
ENSMUSG00000056184	Olfr283	0	0	0	0	0	0	0	0
ENSMUSG00000056185	Snx32	74	108	125	126.001	97.999	120.999	67	76.999
ENSMUSG00000056197	4931417E11Rik	0	0	0	0	0	0	0	0
ENSMUSG00000056201	Cfl1	27173	32767.001	25665.999	30257	41727	35987	32580.999	34223
ENSMUSG00000056203	Tas2r135	1	0	1	0	0	0	0	1
ENSMUSG00000056204	Pgpep1	295	298	263	376.999	523	454	442	435
ENSMUSG00000056209	Npm3	457	566	411	572	613	489	498	473
ENSMUSG00000056211	R3hdm1	2148	2587.998	2198	2656	3236.999	3017.998	2527.001	2827.002
ENSMUSG00000056214	Pard6g	22	18	12	29	14	23	40	42
ENSMUSG00000056215	Lrguk	0	0	0	2	9	3	3	0
ENSMUSG00000056216	Cebpg	1465	1598.001	1411.001	1573	1315.001	1232.999	962	1075
ENSMUSG00000056220	Pla2g4a	1191	1439	1153	1335	2293	2002	2223	2026.001
ENSMUSG00000056222	Spock1	0	0	0	0	0	0	0	0
ENSMUSG00000056223	Spata31	0	0	0	0	0	0	0	0
ENSMUSG00000056228	Cars2	359.001	432	386.001	472	485.001	460.001	362	355.001
ENSMUSG00000056234	Ncoa4	2332	3034.999	2332	2678	3081	2425	1923	2173.001
ENSMUSG00000056258	Kcnq3	16	26	65	12	0	0	1	1
ENSMUSG00000056260	Lrif1	317.001	369	350.001	370	439	385.001	327	334.001
ENSMUSG00000056267	Cep70	273	283.001	257	354	429	384	311	338.999
ENSMUSG00000056268	Dennd1b	2142	2618	2393.999	2002	1785.001	1610	1154	1334
ENSMUSG00000056270	Prr9	0	0	0	0	0	0	0	0
ENSMUSG00000056271	Lman1l	0	0	0	1	0	0	0	0
ENSMUSG00000056281	Olfr1322	0	0	0	0	0	0	0	0
ENSMUSG00000056290	Ms4a4b	43.748	54.594	55.405	35.172	22.193	14	8	11
ENSMUSG00000056293	Gsdmc2	0	0	0	0	0	0	0	0
ENSMUSG00000056296	Synpr	0	1	0	0	0	0	0	0
ENSMUSG00000056300	Zfp981	0	1.486	0	1	0	2	2	1
ENSMUSG00000056305	Usp39	856	1089	919	969	1065	944	914	916
ENSMUSG00000056306	Sertm1	0	0	0	0	0	0	0	0
ENSMUSG00000056310	Tyw1	632	712	560.001	659	748	606	572.999	652
ENSMUSG00000056313	Tcim	0	0	0	0	0	0	0	0
ENSMUSG00000056328	Myh1	0	0	0	0	0	0	0	0
ENSMUSG00000056342	Usp34	3242.999	3959.999	3647.001	3779	3994.001	3385.001	3026.001	3511.001
ENSMUSG00000056350	Krtap13-1	0	0	0	0	0	0	0	0
ENSMUSG00000056367	Actr3b	3	4	0	3	5	6	2	2
ENSMUSG00000056370	Sftpb	0	0	0	0	0	0	0	0
ENSMUSG00000056379	Taar1	0	0	0	0	0	0	0	0
ENSMUSG00000056380	Gpr50	0	0	0	0	1	0	0	0
ENSMUSG00000056383	AI987944	308.28	376.214	355.076	333.614	345.237	353.003	284.65	330.865
ENSMUSG00000056394	Lig1	2583.001	3047	2223.002	3408.999	3922	3723.001	2885	3099.001
ENSMUSG00000056399	Prss34	5	6	0	0	0	2	0	0
ENSMUSG00000056413	Adap1	2934	3663	3040	2732.001	2894	2299	2155.001	2292
ENSMUSG00000056423	Uts2b	0	0	0	0	0	0	0	0
ENSMUSG00000056426	Nat3	0	0	0	0	0	0	0	0
ENSMUSG00000056427	Slit3	0	0	0	0	0	0	0	0
ENSMUSG00000056429	Tgoln1	3261	3727	3424	3755	4237	3862	3379	3757
ENSMUSG00000056436	Cyct	0	0	0	0	0	0	0	0
ENSMUSG00000056457	Prl2c3	0	0	0	0	0	0	0	0
ENSMUSG00000056458	Mok	7	7	13	15	12.001	4	4	11
ENSMUSG00000056459	Zbtb25	117	139	115	140.999	146	168	131	138
ENSMUSG00000056476	Med12l	39	57	35	71	16.999	29	9	9
ENSMUSG00000056481	Cd248	0	0	0	0	0	0	0	0
ENSMUSG00000056486	Chn1	1	1	0	2	2	7	3	1
ENSMUSG00000056487	Mettl7a2	0	1.004	0	0	0	0	0	0
ENSMUSG00000056492	Adgrf5	0	0	0	1	0	0	0	0
ENSMUSG00000056493	Foxk1	1633	1984	1756	1731	1493	1435	1114	1329
ENSMUSG00000056494	Cngb3	0	0	0	0	0	0	0	0
ENSMUSG00000056498	Tmem154	2340	2856.001	1342.001	2218	1061	870	670.001	650
ENSMUSG00000056501	Cebpb	1323	2032	1737	2276	1417	1225	1328	1254
ENSMUSG00000056508	1700001K19Rik	0	0	0	0	0	0	0	0
ENSMUSG00000056509	Gm9999	0	0	0	0	0	0	0	0
ENSMUSG00000056515	Rab31	3799	4536	4281	4355	4917	4398	3697	4268
ENSMUSG00000056529	Ptafr	1203	1793	1203	1371	1722	1422	997	1283
ENSMUSG00000056531	Ccdc18	69	69	81	161	98	130	69	80
ENSMUSG00000056536	Pign	721	822	746	804	1122.999	909	764	918.999
ENSMUSG00000056537	Rlim	1966	2519.999	1958	2349	2606	2336.001	2121	2271
ENSMUSG00000056544	Defb21	0	0	0	0	0	0	0	0
ENSMUSG00000056553	Ptprn2	0	0	0	0	0	0	0	0
ENSMUSG00000056564	Olfr324	0	0	0	0	0	0	0	0
ENSMUSG00000056569	Mpz	5	7	7	10	16	13	7	0
ENSMUSG00000056586	Zar1l	0	0	0	0	0	0	0	0
ENSMUSG00000056592	Zfp658	129	167	127	175	85	71	57	64
ENSMUSG00000056596	Trnp1	0	0	0	1	4	5	1	4
ENSMUSG00000056598	Drc3	1	3	0	1	5	4	1	1
ENSMUSG00000056600	Olfr90	0	0	0	0	0	0	0	0
ENSMUSG00000056602	Fry	1466.001	1670	1466	1302	731.999	644	530.999	639
ENSMUSG00000056605	Krt72	0	0	0	0	0	0	0	0
ENSMUSG00000056608	Chd9	2260	2489	2375.001	2568.001	2293.001	2116.001	1855	1972.001
ENSMUSG00000056612	Ppp1r14b	1261.001	1740.999	1101	1356	2092.002	1714.999	1818.001	1752.999
ENSMUSG00000056617	4931429L15Rik	0	0	0	0	0	0	0	0
ENSMUSG00000056629	Fkbp2	858.999	1039.001	920.999	908.999	1130	1017.999	960	961.999
ENSMUSG00000056632	Dsg3	0	0	0	0	0	0	0	0
ENSMUSG00000056643	Chst13	5	5	2	0	4	2	3	5
ENSMUSG00000056648	Hoxb8	0	0	0	0	0	0	0	0
ENSMUSG00000056656	Apol8	0	3	2	0	0	0	0	0
ENSMUSG00000056665	Them6	210	260	295	250	257	212	177	204
ENSMUSG00000056666	Retsat	393	474	360	430	563	469	418	498
ENSMUSG00000056671	Prelid2	19	18	18	39	74	79	51	67
ENSMUSG00000056673	Kdm5d	0	0	719	773.999	0	0	501	593.999
ENSMUSG00000056679	Gpr173	0	0	0	0	0	0	0	0
ENSMUSG00000056692	Ilrun	2873.998	3605	3169.001	3256	3899	3546	2868	3041.001
ENSMUSG00000056696	Olfr1350	0	0	0	0	0	0	0	0
ENSMUSG00000056698	Elmod3	183	189.001	195	189	201	205.001	158	172
ENSMUSG00000056706	Krtap7-1	0	0	0	0	0	0	0	0
ENSMUSG00000056708	Ier5	1325	1854	1318	1983	1749	1576	1821	1552
ENSMUSG00000056718	Gm13199	3	6	1	2	2	5	1	0
ENSMUSG00000056724	Nbeal2	5187.001	5429	4607	5143	4174	3990	3991	3800.999
ENSMUSG00000056728	Ctsll3	0	0	0	0	0	0	0	0
ENSMUSG00000056737	Capg	13292	17030.001	14135.001	15701	20411.999	17001.999	15950.998	16343
ENSMUSG00000056749	Nfil3	298	364	306	311	191	183	172	173
ENSMUSG00000056752	Dnah9	0	0	0	0	0	0	0	0
ENSMUSG00000056755	Grm7	0	0	0	0	0	0	0	0
ENSMUSG00000056758	Hmga2	98	147	54	143	1908	1020	701	797
ENSMUSG00000056763	Cspp1	478	587.001	516.999	544.998	516.998	512.998	386	464.999
ENSMUSG00000056770	Setd3	2584	2953.001	2670	2910	3460	3112.002	2609	2723
ENSMUSG00000056782	Olfr667	0	0	0	0	0	0	0	0
ENSMUSG00000056812	St8sia3	0	0	0	0	0	0	0	0
ENSMUSG00000056815	Gm6812	0	0	0	0	0	0	0	0
ENSMUSG00000056820	Tsnax	1312	1682	1232	1580	1783	1527	1249	1415
ENSMUSG00000056822	Olfr166	0	0	0	0	0	0	0	0
ENSMUSG00000056824	Zfp663	0	0	0	0	0	0	0	0
ENSMUSG00000056829	Foxb2	0	0	0	1	2	0	0	2
ENSMUSG00000056832	Ttc26	16	11	11	32	58	44	48	52
ENSMUSG00000056851	Pcbp2	6340.997	7685	6498.001	9098	7980.997	7750.001	6141.999	6514
ENSMUSG00000056853	Olfr765	0	0	0	0	0	0	0	0
ENSMUSG00000056854	Pou3f4	0	0	0	0	0	0	0	0
ENSMUSG00000056856	Jakmip3	0	0	0	0	0	0	0	1
ENSMUSG00000056858	Olfr1502	0	0	0	0	0	0	0	0
ENSMUSG00000056863	Olfr702	0	0	0	0	0	0	0	0
ENSMUSG00000056870	Gulp1	0	0	0	0	0	0	0	0
ENSMUSG00000056880	Gadl1	0	0	0	0	0	0	0	0
ENSMUSG00000056883	Olfr533	0	0	0	0	0	0	0	0
